id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
4024262,a5dfe639-1ea6-4317-992f-cdb183c40d51,2007/08/29 12:30 PM CEST,2007-08-29,2007-08-29 10:30:00 UTC,Paris,156461,birdfly,Alberto Tamietti,2016-09-03 15:22:17 UTC,2022-11-30 09:15:39 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4024262,https://inaturalist-open-data.s3.amazonaws.com/photos/4756057/medium.jpeg,,"",,3,0,false,,"Città Metropolitana di Torino, Italia",44.9014492318,7.6960945129,244,,,,244,,open,false,,,Vagrant Emperor,Anax ephippiger,Vagrant Emperor,Insecta,94041
4073649,0f63227c-2b20-418d-a5b3-57fa64acfc46,2012/09/17 10:07 PM IST,2012-09-17,2012-09-17 19:07:00 UTC,Jerusalem,325519,prosenjit,Prosenjit Dawn,2016-09-09 22:03:45 UTC,2022-02-07 13:19:36 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4073649,https://inaturalist-open-data.s3.amazonaws.com/photos/4828459/medium.jpeg,,Chhatisgrah September,                               ,3,0,false,,"tara coal block, Ambikapur, Surguja, Chhattisgarh, India",23.1145639,83.1885894,,,,,,,open,false,,,Vagrant Emperor,Anax ephippiger,Vagrant Emperor,Insecta,94041
4487681,1a5b699e-10bd-4511-a3b8-d791237b6bc3,2016/08/24 8:29 PM CEST,2016-08-24,2016-08-24 18:29:00 UTC,Paris,160927,fausto,Fausto,2016-11-03 16:51:27 UTC,2022-11-30 09:13:24 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4487681,https://inaturalist-open-data.s3.amazonaws.com/photos/5419775/medium.jpg,,"insetti, libellule",Canale Acque Alte,2,0,false,,"Provincia di Cremona, Italia",45.0823887808,10.380263979,192,,,,192,,open,false,,,Vagrant Emperor,Anax ephippiger,Vagrant Emperor,Insecta,94041
4707290,aa6695e2-3e8a-453c-b9f3-f969c7ea9a6e,2016/08/22 12:23 AM CEST,2016-08-22,2016-08-21 22:23:00 UTC,Paris,82729,buan,Giovanni Boano,2016-12-04 17:22:31 UTC,2022-11-30 12:54:34 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4707290,https://static.inaturalist.org/photos/5695608/medium.jpg,,"",Carmagnola,3,0,false,,"Carmagnola, San Miche e Grato",44.8595193282,7.7013516426,61,,,,61,,open,false,,,Vagrant Emperor,Anax ephippiger,Vagrant Emperor,Insecta,94041
4736606,d6037a2e-36f8-44fa-8ef5-f5395172b85a,2016/11/16 9:10 AM CST,2016-11-16,2016-11-16 08:10:00 UTC,Madrid,40926,upupamartin,"",2016-12-08 17:54:20 UTC,2020-06-08 15:07:54 UTC,research,CC-BY-NC-ND,http://www.inaturalist.org/observations/4736606,https://inaturalist-open-data.s3.amazonaws.com/photos/5729176/medium.jpeg,,"","",1,0,false,,"Rio Ebro delta, Tarragona, Spain",40.6401027798,0.7396030426,244,,,,244,,open,false,,"",Vagrant Emperor,Anax ephippiger,Vagrant Emperor,Insecta,94041
4737599,b40e6449-3b53-4397-9c7c-d5abe1ba2fde,2016/10/30 1:59 PM CET,2016-10-30,2016-10-30 12:59:00 UTC,Paris,378461,anxosromeo,Anxos Romeo Barreiro,2016-12-08 20:21:14 UTC,2018-09-28 16:04:05 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4737599,https://inaturalist-open-data.s3.amazonaws.com/photos/5733271/medium.jpg,,"",OLYMPUS DIGITAL CAMERA         ,4,0,false,,"La Coruña, España",42.6267552716,-9.0400528908,31,,,,31,,,false,,,Anax ephippiger,Anax ephippiger,Vagrant Emperor,Insecta,94041
6179300,83c6e824-70ed-4dd1-9a31-34478c199ab0,Fri May 12 2017 09:07:58 GMT+0200 (GMT+2),2017-05-12,2017-05-12 07:07:58 UTC,Pretoria,156461,birdfly,Alberto Tamietti,2017-05-12 07:45:14 UTC,2022-11-30 09:13:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6179300,https://inaturalist-open-data.s3.amazonaws.com/photos/7752843/medium.jpg,,"",,3,0,false,3,"Parco Nazionale delle Cinque Terre, Portovenere, Liguria, IT",44.0430945,9.8388133333,,,,,,,open,false,,,Vagrant Emperor,Anax ephippiger,Vagrant Emperor,Insecta,94041
6282371,2bea933b-b634-47da-9b57-abdec5ea5319,2017-05-20 10:13:42 m. CEST,2017-05-20,2017-05-20 08:13:42 UTC,Paris,448556,corezzola_83,,2017-05-20 08:16:09 UTC,2022-11-30 09:13:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6282371,https://inaturalist-open-data.s3.amazonaws.com/photos/7906673/medium.jpeg,,"","",3,0,false,2,"Mantua, Lombardia, IT",45.163989,10.809104,,,,,,,open,false,,,Vagrant Emperor,Anax ephippiger,Vagrant Emperor,Insecta,94041
6331621,c9a2cd92-b1ed-41ce-bcf1-3bd319e3f460,2017/05/21 4:18 PM HST,2017-05-21,2017-05-22 02:18:00 UTC,Hawaii,441126,manumn,giubbe verdi Manu,2017-05-23 11:16:11 UTC,2022-11-30 09:12:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6331621,https://inaturalist-open-data.s3.amazonaws.com/photos/7977003/medium.jpeg,,"","",4,0,false,,"Provincia di Mantova, Italia",45.1029012879,10.5490850997,799,,,,799,,open,false,,,Imperatore migrante,Anax ephippiger,Vagrant Emperor,Insecta,94041
6446270,96a15933-ed6b-4412-8323-280a306fd696,2017/05/29 7:38 AM CET,2017-05-29,2017-05-29 05:38:00 UTC,Paris,87479,oebenin,ONG OeBenin,2017-05-31 19:08:38 UTC,2024-08-18 10:35:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6446270,https://inaturalist-open-data.s3.amazonaws.com/photos/8144935/medium.jpg,,"",,4,0,false,,"Tanguiéta, Benin",10.6458688608,1.2571382733,3200,,,,3200,,,false,,,Vagrant Emperor,Anax ephippiger,Vagrant Emperor,Insecta,94041
7088269,8304a359-9f89-4137-b024-a75fff5698fe,2017/05/18 12:16 PM CEST,2017-05-18,2017-05-18 10:16:00 UTC,Paris,160927,fausto,Fausto,2017-07-17 14:11:53 UTC,2022-11-30 09:12:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7088269,https://inaturalist-open-data.s3.amazonaws.com/photos/9107003/medium.jpg,,"insetti, libellule",Riserva Torbiere di Marcaria. Ovideposizione di Anax parthenope disturbata dall'arrivo di un esemplare maschio di A. ephippiger... Un sincero ringraziamento a C. Balestreri che ha realizzato la fotografia.,3,0,false,,"Provincia di Mantova, Italia",45.1179633397,10.5414676666,138,,,,138,,open,false,,,Imperatore migrante,Anax ephippiger,Vagrant Emperor,Insecta,94041
7670195,51679c6c-2c45-4385-91bc-fc3722baab15,Sat Aug 26 2017 16:52:14 GMT+0200 (GMT+2),2017-08-26,2017-08-26 14:52:14 UTC,Pretoria,186190,alessandro_bergamo,Alessandro Bergamo,2017-08-27 06:41:43 UTC,2022-11-30 09:12:32 UTC,research,,https://www.inaturalist.org/observations/7670195,https://static.inaturalist.org/photos/10043766/medium.jpg,,"",>10,5,0,false,3,"12034, Paesana, Piemonte, IT",44.6575283333,7.259545,,,,,,,open,false,,,Vagrant Emperor,Anax ephippiger,Vagrant Emperor,Insecta,94041
7690441,782a2f65-df8e-41fc-90bf-0deae3852051,2017-08-28 8:32:35 PM CEST,2017-08-28,2017-08-28 18:32:35 UTC,Paris,451085,anna_rampa04,,2017-08-28 18:34:44 UTC,2022-11-30 09:12:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7690441,https://inaturalist-open-data.s3.amazonaws.com/photos/10077364/medium.jpeg,,"",,3,0,false,2,"Via Daniele Manin, 2, 20121 Milano MI, Italia",45.4742521813,9.1975607657,3,,,,3,,open,false,,,Vagrant Emperor,Anax ephippiger,Vagrant Emperor,Insecta,94041
7713376,cd7408f7-3d21-4161-8b3b-ce2ec74dc973,2017-08-30 11:42:11 AM CEST,2017-08-30,2017-08-30 09:42:11 UTC,Paris,84694,nicolascatassi,nicola scatassi,2017-08-30 13:18:58 UTC,2022-11-30 09:12:11 UTC,research,,https://www.inaturalist.org/observations/7713376,https://static.inaturalist.org/photos/10133321/medium.jpeg,,"","",3,0,false,2,"Strada Provinciale 111, 10020 Verrua Savoia TO, Italia",45.1694633333,8.11753,3,,,,3,,open,false,,,Vagrant Emperor,Anax ephippiger,Vagrant Emperor,Insecta,94041
7818328,7b6f9398-7dbe-4b56-b404-8d565b1a4636,2017/09/02 2:20 PM CEST,2017-09-02,2017-09-02 12:20:00 UTC,Paris,133721,rosselli58,"",2017-09-07 09:52:35 UTC,2022-11-30 09:15:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7818328,https://inaturalist-open-data.s3.amazonaws.com/photos/10285358/medium.jpeg,,"","",5,0,false,,"Torino, Piemonte, IT",45.0225172172,6.9846666957,8,,,,27222,obscured,open,true,,,Vagrant Emperor,Anax ephippiger,Vagrant Emperor,Insecta,94041
7844232,1da8baa8-5d98-4126-97a7-0a15055423b5,2017-09-09 2:49:48 PM CEST,2017-09-09,2017-09-09 12:49:48 UTC,Paris,307285,alessandrobrullo,Alessandro Brullo,2017-09-09 14:10:15 UTC,2022-11-30 09:11:56 UTC,research,,https://www.inaturalist.org/observations/7844232,https://static.inaturalist.org/photos/10331194/medium.jpeg,,"",,3,0,false,2,"Via Rodi, 20, 13100 Vercelli VC, Italia",45.3191680908,8.4236106873,,,,,,,open,false,gps,gps,Vagrant Emperor,Anax ephippiger,Vagrant Emperor,Insecta,94041
7904431,cef67db4-6c91-45ff-a870-abae3e801360,2017/09/03 6:42 PM BST,2017-09-03,2017-09-03 16:42:00 UTC,London,626187,cattin,Cattin Gianni,2017-09-13 17:45:37 UTC,2022-11-30 09:11:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7904431,https://inaturalist-open-data.s3.amazonaws.com/photos/10427898/medium.jpg,,"",,4,0,false,,"Provincia di Biella, Italia",45.4811048188,8.053442202,,,,,,,open,false,,,Imperatore migrante,Anax ephippiger,Vagrant Emperor,Insecta,94041
8329837,6fe69497-7232-4257-b27d-c36b30bef622,2017/10/07 1:04 PM CEST,2017-10-07,2017-10-07 11:04:00 UTC,Paris,503761,gabindiaye,Gabriel CAUCANAS,2017-10-09 19:13:50 UTC,2017-11-18 15:19:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/8329837,https://inaturalist-open-data.s3.amazonaws.com/photos/11066180/medium.jpg,,"",,2,0,false,,"Bakel, Sénégal",14.1339122305,-12.4296569824,5053,,,,5053,,,false,,,Vagrant Emperor,Anax ephippiger,Vagrant Emperor,Insecta,94041
8439041,f208a429-67e2-4a9d-baf1-a2b0c36af107,2017/08/10 8:49 AM CEST,2017-08-10,2017-08-10 06:49:00 UTC,Paris,384877,oddb,ONG ODDB,2017-10-17 11:20:44 UTC,2018-07-15 11:41:19 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/8439041,https://inaturalist-open-data.s3.amazonaws.com/photos/11241290/medium.jpeg,,"","",3,0,false,,"Agla, Cotonou, Bénin",6.383611,2.372778,,,,,,,,false,,,Vagrant Emperor,Anax ephippiger,Vagrant Emperor,Insecta,94041
8665047,c367420f-a7f8-4090-b1c3-7a093d07d79f,Fri Nov 03 2017 12:27:13 GMT+0100 (GMT+1),2017-11-03,2017-11-03 11:27:13 UTC,Amsterdam,382265,robertocatania95,,2017-11-03 13:58:10 UTC,2024-02-06 15:46:36 UTC,research,,https://www.inaturalist.org/observations/8665047,https://static.inaturalist.org/photos/11606565/medium.jpg,,"",,7,0,false,3,"Riserva Naturale Oasi del Simeto, Catania, Sicilia, IT",37.4185114962,15.0877624017,336,,,,336,,open,false,,,Imperatore migrante,Anax ephippiger,Vagrant Emperor,Insecta,94041
9122691,69ac30aa-cd83-46bd-8f2c-8245f8d0cb1a,2015/02/15 6:22 PM +03,2015-02-15,2015-02-15 15:22:00 UTC,Baghdad,724460,zayn_alnajm,زين _النجم,2017-12-11 11:47:32 UTC,2017-12-11 18:20:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/9122691,https://inaturalist-open-data.s3.amazonaws.com/photos/12327454/medium.jpg,,"",,1,0,false,,"Al Qibla, Basrah, Iraq",30.4507454674,47.8103542328,122,,,,122,,,false,,,Vagrant Emperor,Anax ephippiger,Vagrant Emperor,Insecta,94041
9122772,6f30a9fc-2878-4423-8af5-8c7c8090d98a,2016/03/19 5:11 PM +03,2016-03-19,2016-03-19 14:11:00 UTC,Baghdad,724460,zayn_alnajm,زين _النجم,2017-12-11 12:21:07 UTC,2017-12-11 18:20:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/9122772,https://inaturalist-open-data.s3.amazonaws.com/photos/12329717/medium.jpg,,"",,1,0,false,,منطقة الاربعة الاف، بصرة، Iraq,30.45237327,47.8129291534,126,,,,126,,,false,,,Vagrant Emperor,Anax ephippiger,Vagrant Emperor,Insecta,94041
9124185,00e24227-9b33-4b10-ba58-d111b2e55e62,2016/04/02 7:45 PM +03,2016-04-02,2016-04-02 16:45:00 UTC,Baghdad,724460,zayn_alnajm,زين _النجم,2017-12-11 16:47:42 UTC,2019-10-07 12:35:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/9124185,https://inaturalist-open-data.s3.amazonaws.com/photos/12329746/medium.jpg,,"",,1,0,false,,منطقة الصبخ - حي بغداد، بصرة، Iraq,30.4496355864,47.8192806244,369,,,,369,,open,false,,,Zadellibel,Anax ephippiger,Vagrant Emperor,Insecta,94041
9172002,f52af66b-6efd-4751-a221-dcfc18a2337e,2017/12/16 11:11 AM SAST,2017-12-16,2017-12-16 09:11:00 UTC,Africa/Johannesburg,679321,ricky_taylor,Ricky Taylor,2017-12-16 19:36:42 UTC,2017-12-21 07:22:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/9172002,https://inaturalist-open-data.s3.amazonaws.com/photos/12408215/medium.jpg,,"",,2,0,false,,"Mtunzini, South Africa",-28.9636336525,31.7576122284,20,,,,20,,open,false,,,Vagrant Emperor,Anax ephippiger,Vagrant Emperor,Insecta,94041
9240205,ebbebbeb-f270-4d9d-acc5-78a22916822f,2017/12/10 10:07 PM CET,2017-12-10,2017-12-10 21:07:00 UTC,Paris,28604,michelemenegon,"",2017-12-23 11:02:21 UTC,2018-01-04 11:04:15 UTC,research,CC0,https://www.inaturalist.org/observations/9240205,https://inaturalist-open-data.s3.amazonaws.com/photos/12507680/medium.jpg,,"",Photo by Christoph Liedtke,3,1,false,,"Babati, Manyara, Tanzania",-3.9672388889,35.6594972222,,,,,,,,false,,,Vagrant Emperor,Anax ephippiger,Vagrant Emperor,Insecta,94041
9332887,fcbe8571-303c-4004-b339-7572cf377a6d,2018/01/01 1:13 PM SAST,2018-01-01,2018-01-01 11:13:00 UTC,Africa/Johannesburg,305994,robert_taylor,Robert Taylor,2018-01-01 16:58:27 UTC,2018-01-02 05:43:22 UTC,research,CC-BY,https://www.inaturalist.org/observations/9332887,https://inaturalist-open-data.s3.amazonaws.com/photos/12660402/medium.jpeg,,"",,1,0,false,,"(South) Uthungulu DC, South Africa",-28.9803280152,31.7348563671,4,,,,4,,open,false,,,Vagrant Emperor,Anax ephippiger,Vagrant Emperor,Insecta,94041
